type_heater,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_stories,general_construction,taxable_land,street_code,view_type,basements,category_code,street_code,taxable_land,exterior_condition,garage_spaces,interior_condition,parcel_shape,total_area,total_livable_area,year_built,zip_code,lat,lng,market_value
A,1.0,3.0,6.0,2.0,A ,0.0,19740.0,I,C,1,19740.0,0.0,4.0,0.0,4.0,E,1245.0,960.0,1920.0,19142,39.91489603851669,75.23806724768413,59400.0
A,1.0,3.0,6.0,2.0,A ,50400.0,76880.0,I,A,1,76880.0,50400.0,4.0,0.0,2.0,E,1634.0,1234.0,1950.0,19150,40.07327623474362,75.16606920183855,252000.0
A,2.0,3.0,7.0,3.0,B ,100440.0,56880.0,I,A,1,56880.0,100440.0,1.0,0.0,1.0,E,527.0,1700.0,2018.0,19148,39.92652694035709,75.15647816547809,502200.0
B,2.0,4.0,7.0,2.0,A ,27540.0,24400.0,I,K,1,24400.0,27540.0,4.0,0.0,4.0,A,1992.0,1679.0,1925.0,19131,39.98069681913419,75.22589437177793,137700.0
A,3.0,3.0,7.0,3.0,1 ,67300.0,43480.0,I,A,1,43480.0,67300.0,1.0,0.0,1.0,E,522.0,1345.0,2020.0,19133,39.98627769242416,75.13231572399546,336300.0
A,1.0,3.0,6.0,2.0,A ,10100.0,82800.0,I,C,1,82800.0,10100.0,4.0,0.0,4.0,E,1072.0,1216.0,1925.0,19142,39.9267789379454,75.22606194986965,50500.0
A,6.0,6.0,12.0,3.0,1 ,67500.0,57680.0,I,N,2,57680.0,67500.0,1.0,0.0,1.0,E,795.0,1936.0,2022.0,19133,39.98757772714403,75.13425803403827,67500.0
H,4.0,4.0,7.0,3.0,E ,169660.0,33280.0,I,D,1,33280.0,169660.0,3.0,0.0,2.0,E,1200.0,2178.0,1920.0,19130,39.9676193530246,75.17827784160835,848300.0
A,3.0,3.0,7.0,3.0,1 ,100100.0,43480.0,I,A,1,43480.0,100100.0,1.0,0.0,1.0,E,522.0,1345.0,2020.0,19133,39.98624368945018,75.13232243566891,336300.0
A,1.0,3.0,6.0,2.0,B ,34400.0,19360.0,I,C,1,19360.0,34400.0,3.0,0.0,2.0,E,953.0,1176.0,1925.0,19143,39.94433113445167,75.23232658019954,172000.0
A,1.0,3.0,6.0,2.0,A ,9240.0,12240.0,I,C,1,12240.0,9240.0,4.0,0.0,4.0,E,936.0,1024.0,1920.0,19142,39.931790765404585,75.2321279850841,46200.0
A,2.0,4.0,7.0,3.0,B ,84000.0,36680.0,I,A,1,36680.0,84000.0,1.0,0.0,1.0,E,672.0,1596.0,2023.0,19146,39.93467367866778,75.18394425920302,420000.0
A,3.0,6.0,8.0,3.0,A ,153740.0,36680.0,I,A,2,36680.0,153740.0,4.0,0.0,2.0,E,1288.0,3282.0,1915.0,19147,39.93140558115893,75.16345139967589,768700.0
A,1.0,3.0,6.0,2.0,A ,81800.0,88270.0,I,A,1,88270.0,81800.0,4.0,0.0,2.0,E,1050.0,1398.0,1923.0,19146,39.93580272505245,75.18424222830267,409000.0
A,1.0,3.0,6.0,2.0,A ,59200.0,80000.0,C,E,1,80000.0,59200.0,4.0,1.0,3.0,A,2175.0,1152.0,1960.0,19128,40.02101811072709,75.20471620258942,296400.0
A,2.0,3.0,6.0,3.0,A ,91120.0,24360.0,I,A,1,24360.0,91120.0,2.0,0.0,2.0,E,644.0,1536.0,1923.0,19146,39.93199890682912,75.1734308457656,455600.0
N,1.0,3.0,6.0,2.0,B ,34400.0,33780.0,I,D,1,33780.0,34400.0,3.0,0.0,2.0,E,810.0,1080.0,1925.0,19151,39.97321146988663,75.24446652235021,172000.0
A,1.0,3.0,6.0,2.0,A ,0.0,89120.0,I,C,1,89120.0,0.0,4.0,0.0,4.0,E,1600.0,1416.0,1920.0,19142,39.92676954935447,75.23389275720844,68200.0
A,2.0,2.0,5.0,2.0,A ,65320.0,30420.0,I,A,1,30420.0,65320.0,2.0,0.0,2.0,E,700.0,980.0,1923.0,19146,39.93529963443131,75.18199882722593,326600.0
A,1.0,3.0,10.0,2.0,A ,56800.0,57720.0,I,C,1,57720.0,56800.0,2.0,0.0,2.0,E,770.0,1068.0,1925.0,19121,39.980001051808514,75.18324915138251,284000.0
A,1.0,3.0,6.0,2.0,A ,41740.0,26100.0,I,C,1,26100.0,41740.0,4.0,0.0,4.0,E,783.0,1120.0,1920.0,19145,39.92638993795427,75.18313242126615,208700.0
A,4.0,8.0,17.0,2.0,A ,76000.0,50820.0,I,N,1,50820.0,76000.0,2.0,0.0,2.0,E,15938.0,4856.0,1925.0,19153,39.89974114046399,75.25110589651955,380000.0
A,1.0,3.0,6.0,2.0,A ,31320.0,54680.0,I,C,1,54680.0,31320.0,4.0,0.0,4.0,E,737.0,1098.0,1920.0,19148,39.92563509266613,75.15367380120301,156600.0
A,2.0,2.0,5.0,2.0,A ,53420.0,76780.0,I,A,1,76780.0,53420.0,3.0,0.0,2.0,E,770.0,944.0,1920.0,19146,39.93464210212719,75.18519400337638,267100.0
A,2.0,2.0,5.0,2.0,A ,65320.0,64640.0,I,C,1,64640.0,65320.0,4.0,0.0,2.0,E,634.0,980.0,1925.0,19145,39.92946390825014,75.17736349915671,326600.0
A,1.0,4.0,7.0,2.0,B ,43880.0,47780.0,I,D,1,47780.0,43880.0,3.0,0.0,2.0,E,1280.0,1625.0,1925.0,19143,39.93901529923702,75.22066753798882,219400.0
N,1.0,3.0,6.0,2.0,A ,26480.0,59020.0,I,K,1,59020.0,26480.0,4.0,0.0,2.0,E,713.0,1198.0,1915.0,19132,39.99555238640726,75.18425463455074,132400.0
A,2.0,2.0,5.0,2.0,A ,52000.0,76780.0,I,A,1,76780.0,52000.0,4.0,0.0,2.0,E,770.0,948.0,1920.0,19146,39.93417295871185,75.18529585459612,260000.0
A,1.0,3.0,6.0,2.0,A ,0.0,36180.0,I,F,1,36180.0,0.0,4.0,1.0,4.0,E,1120.0,1222.0,1925.0,19142,39.92122457356561,75.22789937360197,60800.0
B,2.0,4.0,7.0,3.0,A ,22960.0,64640.0,I,C,1,64640.0,22960.0,4.0,0.0,2.0,E,662.0,1497.0,1920.0,19145,39.92972045797355,75.17940636056842,114800.0
N,1.0,2.0,5.0,2.0,A ,22780.0,58800.0,I,K,1,58800.0,22780.0,4.0,0.0,2.0,E,700.0,924.0,1915.0,19132,39.9950263079639,75.18274685090731,113900.0
A,2.0,3.0,6.0,3.0,C ,142680.0,64670.0,0,K,1,64670.0,142680.0,1.0,1.0,1.0,E,2261.0,3375.0,2020.0,19145,39.910123755822326,75.18803938049184,713400.0
A,2.0,4.0,8.0,2.0,A ,18360.0,47780.0,I,B,2,47780.0,18360.0,4.0,0.0,4.0,E,1362.0,1908.0,1920.0,19143,39.93538074072499,75.22582193080663,91800.0
A,1.0,3.0,6.0,2.0,A ,13320.0,37300.0,I,C,1,37300.0,13320.0,5.0,0.0,5.0,E,750.0,900.0,1925.0,19142,39.92653216981995,75.22831451406311,66600.0
A,1.0,3.0,6.0,2.0,A ,11880.0,42900.0,I,C,1,42900.0,11880.0,4.0,0.0,4.0,E,1112.0,960.0,1935.0,19142,39.91904787078362,75.23283983686649,59400.0
A,2.0,4.0,8.0,3.0,A ,349000.0,62880.0,I,H,1,62880.0,349000.0,4.0,2.0,3.0,E,1217.0,3018.0,2002.0,19103,39.948077305072125,75.18159370530503,1745000.0
N,1.0,4.0,7.0,2.0,A ,33640.0,77160.0,0,C,1,77160.0,33640.0,3.0,0.0,2.0,E,1234.0,1534.0,1925.0,19104,39.97486888191023,75.21020754648204,168200.0
H,1.0,4.0,8.0,2.0,A ,32080.0,50000.0,I,D,1,50000.0,32080.0,4.0,0.0,2.0,E,1159.0,1566.0,1935.0,19132,39.99614682182373,75.17000373112037,160400.0
N,1.0,3.0,6.0,2.0,A ,24300.0,24340.0,I,D,1,24340.0,24300.0,4.0,0.0,2.0,E,676.0,1060.0,1915.0,19132,39.98944883470747,75.16120947578362,121900.0
A,2.0,3.0,10.0,3.0,A ,71800.0,54280.0,I,A,1,54280.0,71800.0,4.0,0.0,2.0,E,960.0,1720.0,1915.0,19121,39.9761603204423,75.17303029526357,359400.0
A,1.0,3.0,6.0,2.0,A ,24500.0,65360.0,I,C,1,65360.0,24500.0,4.0,0.0,4.0,E,798.0,1200.0,1940.0,19148,39.91803009042738,75.15887488457736,122500.0
A,2.0,3.0,6.0,2.0,A ,36140.0,69800.0,I,H,1,69800.0,36140.0,4.0,1.0,4.0,E,1842.0,1156.0,1950.0,19150,40.0689155819996,75.16692657586728,180700.0
A,2.0,2.0,5.0,2.0,A ,67780.0,33740.0,I,D,1,33740.0,67780.0,2.0,0.0,3.0,E,1379.0,1723.0,1923.0,19146,39.93811011891632,75.18060780635362,338900.0
N,3.0,4.0,9.0,3.0,3 ,55380.0,75740.0,I,A,2,75740.0,55380.0,1.0,0.0,1.0,E,1080.0,2520.0,2020.0,19130,39.96807460162039,75.16471009919104,276900.0
A,1.0,3.0,6.0,2.0,A ,52180.0,88350.0,I,C,1,88350.0,52180.0,2.0,0.0,2.0,E,821.0,1603.0,1925.0,19146,39.93450322722406,75.19121367464618,260900.0
A,1.0,2.0,5.0,2.0,A ,8100.0,31720.0,I,A,1,31720.0,8100.0,3.0,0.0,2.0,E,637.0,840.0,1920.0,19148,39.92353953515294,75.15772189535372,88100.0
D,2.0,4.0,16.0,3.0,3 ,90000.0,43800.0,I,J,2,43800.0,90000.0,1.0,0.0,1.0,E,721.0,1575.0,2020.0,19133,39.98858969476942,75.13265208206961,450000.0
A,1.0,3.0,6.0,2.0,A ,18180.0,35000.0,I,C,1,35000.0,18180.0,4.0,0.0,4.0,E,562.0,700.0,1920.0,19148,39.91715316616512,75.16032652917222,90900.0
A,5.0,4.0,7.0,3.0,A ,101500.0,28480.0,I,D,1,28480.0,101500.0,2.0,0.0,2.0,E,976.0,2400.0,1925.0,19146,39.93247937305826,75.17528227542168,507500.0
H,1.0,3.0,6.0,2.0,A ,14340.0,78960.0,I,C,1,78960.0,14340.0,7.0,0.0,7.0,E,868.0,1064.0,1920.0,19142,39.92954300854781,75.23284682557458,71700.0
A,1.0,3.0,6.0,2.0,A ,10400.0,73020.0,I,C,1,73020.0,10400.0,4.0,0.0,4.0,E,1140.0,1200.0,1920.0,19142,39.92663172134637,75.23416999416227,52300.0
A,2.0,3.0,6.0,3.0,A ,97960.0,57240.0,I,A,1,57240.0,97960.0,1.0,0.0,1.0,E,658.0,1528.0,2019.0,19145,39.93140368269564,75.18093213416677,489800.0
A,2.0,2.0,5.0,2.0,A ,63400.0,77460.0,I,A,1,77460.0,63400.0,2.0,0.0,2.0,E,648.0,784.0,1920.0,19146,39.93625841094634,75.18005634339306,317000.0
A,3.0,4.0,8.0,3.0,B ,109980.0,37560.0,I,A,1,37560.0,109980.0,1.0,0.0,1.0,E,1613.0,2820.0,2022.0,19119,40.04926603258141,75.18500277573618,549900.0
A,2.0,2.0,5.0,2.0,A ,69780.0,18520.0,I,A,1,18520.0,69780.0,2.0,0.0,2.0,E,672.0,880.0,1920.0,19146,39.93336589504102,75.17360076604048,348900.0
A,1.0,3.0,6.0,2.0,A ,8400.0,37300.0,I,J,1,37300.0,8400.0,5.0,0.0,5.0,E,750.0,900.0,1925.0,19142,39.92762439362106,75.22675495117461,42000.0
B,1.0,3.0,6.0,2.0,A ,21980.0,48860.0,I,D,1,48860.0,21980.0,4.0,0.0,5.0,E,1290.0,1164.0,1925.0,19138,40.04668064340999,75.15471930279307,109900.0
A,1.0,3.0,6.0,2.0,A ,20560.0,53880.0,I,C,1,53880.0,20560.0,4.0,0.0,4.0,E,672.0,900.0,1925.0,19148,39.91705977151784,75.15856907965654,102800.0
A,1.0,3.0,6.0,2.0,C ,66960.0,64640.0,I,A,1,64640.0,66960.0,3.0,0.0,2.0,E,679.0,1046.0,1925.0,19145,39.92943724471115,75.17715976609402,334800.0
A,2.0,3.0,6.0,2.0,B ,61000.0,88240.0,I,A,1,88240.0,61000.0,2.0,0.0,2.0,E,960.0,1028.0,1920.0,19146,39.9345308448144,75.18281012176705,305000.0
A,1.0,3.0,6.0,2.0,A ,63540.0,28480.0,I,A,1,28480.0,63540.0,2.0,0.0,2.0,E,1035.0,1278.0,1923.0,19146,39.93347074102434,75.1830803591092,317700.0
A,2.0,2.0,5.0,2.0,A ,48440.0,76780.0,I,A,1,76780.0,48440.0,2.0,0.0,2.0,E,779.0,964.0,1920.0,19145,39.93235012647565,75.18574570875981,242200.0
A,1.0,3.0,6.0,2.0,A ,40520.0,15440.0,I,B,1,15440.0,40520.0,2.0,0.0,2.0,E,761.0,956.0,1925.0,19146,39.93401734615422,75.1886120432631,202600.0
A,3.0,3.0,6.0,2.0,F ,98700.0,21900.0,I,D,2,21900.0,98700.0,4.0,0.0,2.0,E,592.0,1470.0,1925.0,19146,39.941210842802136,75.16846027296684,493900.0
A,2.0,6.0,9.0,3.0,A ,33400.0,88110.0,I,D,1,88110.0,33400.0,6.0,0.0,2.0,E,1517.0,2146.0,1915.0,19132,39.98893191354059,75.16033832523169,167300.0
A,1.0,3.0,6.0,2.0,A ,44900.0,56020.0,I,A,1,56020.0,44900.0,2.0,0.0,2.0,E,750.0,994.0,1925.0,19148,39.91654398516922,75.16156460660105,224500.0
A,6.0,6.0,12.0,3.0,1 ,65700.0,57680.0,I,N,2,57680.0,65700.0,1.0,0.0,1.0,E,774.0,1936.0,2022.0,19133,39.9876266742717,75.1342470777339,65700.0
A,2.0,2.0,5.0,2.0,A ,72980.0,42420.0,I,A,1,42420.0,72980.0,2.0,0.0,2.0,E,686.0,1024.0,1925.0,19146,39.93253440615035,75.1703805630419,364900.0
A,1.0,2.0,9.0,2.0,A ,49420.0,57720.0,I,D,1,57720.0,49420.0,2.0,0.0,2.0,E,648.0,728.0,1920.0,19121,39.97852928506106,75.183563687869,247100.0
A,2.0,3.0,6.0,2.0,A ,60720.0,28480.0,I,E,1,28480.0,60720.0,4.0,0.0,2.0,E,868.0,1134.0,1923.0,19146,39.93362675806933,75.18187938495349,303600.0
A,1.0,3.0,6.0,2.0,A ,16700.0,88960.0,I,C,1,88960.0,16700.0,4.0,0.0,4.0,E,1129.0,1192.0,1925.0,19143,39.93468493852883,75.2251290056617,83900.0
H,3.0,5.0,8.0,3.0,A ,114060.0,87900.0,I,D,2,87900.0,114060.0,2.0,0.0,2.0,E,1280.0,2154.0,1915.0,19147,39.929138834866464,75.15334012428205,570300.0
A,4.0,4.0,8.0,3.0,A ,274500.0,47080.0,I,A,1,47080.0,274500.0,1.0,2.0,1.0,E,1248.0,2955.0,2021.0,19147,39.9432395164713,75.16501261715375,1372500.0
H,1.0,3.0,6.0,2.0,A ,5920.0,14780.0,I,J,1,14780.0,5920.0,5.0,0.0,5.0,E,700.0,1120.0,1920.0,19142,39.92764939022802,75.23500950360125,29600.0
A,1.0,3.0,6.0,2.0,A ,85400.0,21000.0,I,D,1,21000.0,85400.0,2.0,0.0,2.0,E,700.0,1162.0,1920.0,19148,39.92664303658714,75.16585884899972,427000.0
A,2.0,4.0,8.0,3.0,H ,158280.0,83460.0,I,C,1,83460.0,158280.0,3.0,0.0,3.0,E,8000.0,2196.0,1925.0,19118,40.07311791965192,75.19787209660288,791400.0
A,1.0,3.0,6.0,2.0,B ,27780.0,83620.0,I,D,1,83620.0,27780.0,3.0,0.0,2.0,E,825.0,1068.0,1925.0,19143,39.938624081456766,75.21775483396812,138900.0
A,2.0,2.0,5.0,2.0,A ,71380.0,83180.0,I,A,1,83180.0,71380.0,1.0,0.0,1.0,E,714.0,1024.0,2019.0,19147,39.93041187111093,75.15564382440424,356900.0
A,1.0,3.0,6.0,2.0,A ,23120.0,36200.0,I,K,1,36200.0,23120.0,4.0,0.0,2.0,E,676.0,1096.0,1925.0,19132,39.99115592788973,75.16377598001283,115600.0
H,1.0,3.0,6.0,2.0,E ,77740.0,37100.0,I,H,1,37100.0,77740.0,4.0,1.0,3.0,E,1700.0,1360.0,1920.0,19119,40.052674580955575,75.19490315924398,388700.0
A,2.0,3.0,6.0,2.0,A ,47920.0,45920.0,I,H,1,45920.0,47920.0,4.0,1.0,4.0,E,1641.0,1186.0,1960.0,19128,40.03228881991117,75.20985818396584,239600.0
A,2.0,3.0,6.0,2.0,A ,0.0,77840.0,I,C,2,77840.0,0.0,4.0,0.0,4.0,E,1373.0,1110.0,1920.0,19143,39.93488075362753,75.2314229866427,54200.0
A,3.0,4.0,7.0,3.0,1 ,56100.0,81740.0,I,A,1,81740.0,56100.0,1.0,0.0,1.0,E,660.0,1716.0,2022.0,19133,39.9844951146737,75.13395490681853,56100.0
H,1.0,3.0,6.0,2.0,A ,10200.0,68440.0,I,D,1,68440.0,10200.0,3.0,0.0,2.0,E,574.0,840.0,1940.0,19132,40.00037653170512,75.17021496179149,51000.0
A,1.0,3.0,6.0,2.0,A ,52920.0,49680.0,I,D,1,49680.0,52920.0,4.0,0.0,2.0,E,750.0,964.0,1915.0,19148,39.91813316293434,75.15476929078662,264600.0
A,2.0,3.0,6.0,2.0,A ,51800.0,55820.0,I,E,1,55820.0,51800.0,4.0,1.0,3.0,E,2351.0,1344.0,1950.0,19150,40.07572046954997,75.1689287102549,259000.0
B,1.0,5.0,8.0,3.0,A ,35100.0,29720.0,I,D,1,29720.0,35100.0,4.0,0.0,2.0,E,960.0,1485.0,1905.0,19144,40.04529666071471,75.18145496813148,175600.0
A,4.0,4.0,8.0,3.0,3 ,78380.0,40340.0,I,A,2,40340.0,78380.0,2.0,0.0,2.0,E,953.0,2169.0,1925.0,19133,39.98688877761273,75.13494823365832,391900.0
A,2.0,3.0,6.0,3.0,F ,75300.0,49660.0,I,C,1,49660.0,75300.0,2.0,0.0,2.0,E,1085.0,1746.0,1915.0,19122,39.97470854844511,75.14282317868343,376800.0
A,1.0,2.0,5.0,2.0,A ,46040.0,82740.0,I,D,1,82740.0,46040.0,3.0,0.0,3.0,E,682.0,817.0,1923.0,19146,39.937103935928974,75.18939539044825,230200.0
A,1.0,3.0,6.0,2.0,A ,48180.0,33360.0,I,A,1,33360.0,48180.0,4.0,0.0,3.0,E,1142.0,906.0,1960.0,19128,40.03663751829354,75.22437516474137,240900.0
A,4.0,4.0,7.0,3.0,J ,15840.0,21180.0,I,A,1,21180.0,15840.0,2.0,0.0,2.0,E,1473.0,2610.0,1900.0,19127,40.03098129207851,75.2318609248925,79200.0
A,2.0,3.0,6.0,3.0,H ,69940.0,87850.0,I,A,1,87850.0,69940.0,2.0,0.0,2.0,E,1020.0,0.0,1915.0,19122,39.97729543728749,75.14027683182604,349700.0
B,1.0,3.0,6.0,2.0,A ,32640.0,47280.0,I,E,1,47280.0,32640.0,4.0,0.0,3.0,E,1056.0,1000.0,1925.0,19138,40.04445859605904,75.15525049558093,163200.0
A,1.0,3.0,6.0,2.0,A ,58000.0,61440.0,I,A,1,61440.0,58000.0,3.0,0.0,3.0,E,677.0,1024.0,1920.0,19145,39.92579220804292,75.17847906011633,290000.0
A,2.0,4.0,9.0,1.0,C ,106600.0,41580.0,I,E,1,41580.0,106600.0,4.0,1.0,1.0,E,5000.0,2144.0,2018.0,19114,40.05152666326085,74.99574054955148,533300.0
A,2.0,3.0,7.0,2.0,A ,64680.0,75900.0,I,C,1,75900.0,64680.0,2.0,0.0,2.0,E,1380.0,1549.0,1925.0,19119,40.06249788923425,75.18659063161418,323400.0
A,1.0,3.0,6.0,2.0,A ,57980.0,88310.0,I,A,1,88310.0,57980.0,3.0,0.0,2.0,E,644.0,1136.0,1923.0,19146,39.93724698600059,75.18702239120589,289900.0
A,8.0,12.0,20.0,3.0,A ,360500.0,53940.0,I,C,2,53940.0,360500.0,1.0,0.0,1.0,E,1850.0,4242.0,2018.0,19121,39.97693754254089,75.18037856460906,1265100.0
A,1.0,2.0,5.0,2.0,A ,65820.0,33900.0,I,C,1,33900.0,65820.0,2.0,0.0,2.0,E,665.0,1000.0,1923.0,19145,39.93084924448396,75.17555397345664,329100.0
A,1.0,2.0,5.0,2.0,A ,55000.0,57680.0,I,C,1,57680.0,55000.0,2.0,0.0,2.0,E,645.0,1010.0,1925.0,19122,39.97948347567832,75.13598950386259,275000.0
H,1.0,3.0,6.0,2.0,A ,5960.0,67940.0,I,C,1,67940.0,5960.0,7.0,0.0,7.0,E,930.0,1178.0,1920.0,19142,39.93180134424768,75.23006534074547,29800.0
H,1.0,3.0,7.0,2.0,A ,28020.0,88320.0,I,D,1,88320.0,28020.0,3.0,0.0,2.0,E,915.0,1158.0,1940.0,19132,39.99947199375531,75.17469631866294,140100.0
A,1.0,3.0,6.0,2.0,A ,49100.0,65860.0,I,A,1,65860.0,49100.0,4.0,0.0,2.0,E,1598.0,1172.0,1950.0,19150,40.07436052882419,75.16507046353621,245500.0
A,3.0,4.0,7.0,3.0,C ,93180.0,61440.0,I,A,1,61440.0,93180.0,1.0,0.0,1.0,E,672.0,1701.0,2018.0,19146,39.93257357694328,75.17700426056382,465900.0
A,1.0,3.0,6.0,2.0,A ,14780.0,47780.0,I,C,1,47780.0,14780.0,4.0,0.0,4.0,E,1200.0,1206.0,1920.0,19142,39.92820178571034,75.23602380890034,73900.0
G,1.0,3.0,7.0,2.0,A ,59600.0,57420.0,I,C,1,57420.0,59600.0,4.0,0.0,4.0,E,1737.0,1138.0,1920.0,19119,40.05905916545655,75.19148969910131,298000.0
A,2.0,2.0,5.0,2.0,A ,74680.0,76720.0,I,A,1,76720.0,74680.0,4.0,0.0,2.0,E,783.0,1164.0,1925.0,19145,39.93100010596086,75.17345911550893,373400.0
A,1.0,3.0,6.0,2.0,A ,43700.0,88430.0,I,E,1,88430.0,43700.0,4.0,0.0,2.0,E,767.0,1020.0,1917.0,19146,39.93488923919732,75.19723399375523,218500.0
H,1.0,3.0,6.0,2.0,A ,29300.0,87900.0,I,C,1,87900.0,29300.0,4.0,0.0,4.0,E,904.0,1374.0,1915.0,19148,39.91834082354058,75.15576401473012,117500.0
A,1.0,3.0,6.0,2.0,A ,5760.0,70740.0,I,C,1,70740.0,5760.0,4.0,0.0,4.0,E,961.0,840.0,1920.0,19143,39.93303074932338,75.23018569083519,28800.0
A,1.0,2.0,5.0,2.0,A ,25680.0,38180.0,I,C,1,38180.0,25680.0,4.0,0.0,2.0,E,660.0,1044.0,1915.0,19132,39.98795319347517,75.1636014614881,128400.0
A,2.0,3.0,7.0,2.0,A ,102560.0,26420.0,I,A,2,26420.0,102560.0,2.0,2.0,2.0,E,1800.0,1732.0,1960.0,19145,39.911073717567824,75.17542545926716,512800.0
A,2.0,3.0,6.0,2.0,E ,24600.0,28335.0,I,D,1,28335.0,24600.0,4.0,1.0,2.0,B,39233.0,3444.0,1849.0,19138,40.05108203676743,75.16672646086833,410400.0
G,1.0,3.0,6.0,2.0,A ,5620.0,37300.0,I,C,1,37300.0,5620.0,4.0,0.0,4.0,E,680.0,876.0,1923.0,19142,39.92435670929918,75.23100231448664,28100.0
N,1.0,3.0,6.0,2.0,A ,29120.0,67320.0,I,K,1,67320.0,29120.0,3.0,0.0,2.0,E,960.0,1200.0,1925.0,19139,39.96391691346575,75.22223842409308,145600.0
H,1.0,3.0,6.0,2.0,A ,7680.0,67800.0,I,F,1,67800.0,7680.0,6.0,1.0,6.0,E,1054.0,1200.0,1925.0,19142,39.92481307968938,75.22804944037664,38400.0
A,2.0,4.0,18.0,3.0,A ,120000.0,88360.0,I,A,2,88360.0,120000.0,2.0,0.0,2.0,E,1020.0,2526.0,1925.0,19121,39.98017326178672,75.18249810346528,600400.0
A,2.0,3.0,7.0,2.0,B ,134820.0,43820.0,I,D,1,43820.0,134820.0,1.0,2.0,1.0,E,850.0,2086.0,2018.0,19147,39.92970529693467,75.14694634510009,674100.0
A,2.0,3.0,6.0,3.0,A ,60780.0,71440.0,I,A,1,71440.0,60780.0,2.0,0.0,2.0,E,700.0,1515.0,1923.0,19146,39.93544640763975,75.1819634703226,303900.0
A,3.0,2.0,5.0,2.0,A ,57980.0,36220.0,I,A,1,36220.0,57980.0,2.0,0.0,2.0,E,701.0,1038.0,1920.0,19145,39.92523904111437,75.17841970459011,289900.0
A,4.0,5.0,12.0,2.0,A ,46160.0,89120.0,I,C,2,89120.0,46160.0,4.0,0.0,4.0,E,1600.0,3008.0,1920.0,19142,39.92725412795168,75.23447212835106,230800.0
A,2.0,2.0,5.0,2.0,A ,53840.0,76780.0,I,A,1,76780.0,53840.0,2.0,0.0,2.0,E,779.0,964.0,1920.0,19145,39.93250193583449,75.18571339007872,269200.0
A,3.0,6.0,12.0,3.0,A ,76400.0,88190.0,I,C,2,88190.0,76400.0,4.0,0.0,2.0,E,1293.0,4020.0,1920.0,19121,39.98117094705752,75.16883741234913,382400.0
A,2.0,3.0,6.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,4689.0,3300.0,2021.0,19145,39.91073907277981,75.19070107925712,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,70810.0,0,K,1,70810.0,119760.0,1.0,2.0,1.0,E,2546.0,3300.0,2022.0,19145,39.90950200414963,75.18995126927398,598800.0
A,2.0,3.0,6.0,3.0,C ,113740.0,70810.0,0,A,1,70810.0,113740.0,1.0,1.0,1.0,E,2033.0,2880.0,2021.0,19145,39.90993181825996,75.18983145035311,568700.0
A,2.0,3.0,6.0,3.0,C ,119760.0,70810.0,0,K,1,70810.0,119760.0,1.0,2.0,1.0,A,2525.0,3300.0,2023.0,19145,39.9095996042947,75.19009245902102,598800.0
H,1.0,3.0,6.0,2.0,A ,23360.0,87940.0,I,C,1,87940.0,23360.0,4.0,0.0,4.0,E,855.0,1100.0,1925.0,19148,39.91727772179493,75.15922307247682,116800.0
A,1.0,2.0,5.0,2.0,F ,94400.0,29580.0,I,C,1,29580.0,94400.0,4.0,4.0,2.0,E,10000.0,1584.0,1920.0,19128,40.03547972992914,75.21546798994812,472000.0
G,1.0,3.0,6.0,2.0,A ,8300.0,12240.0,I,C,1,12240.0,8300.0,4.0,0.0,4.0,E,935.0,1237.0,1920.0,19142,39.928146678154434,75.23855049563895,41500.0
B,3.0,4.0,8.0,3.0,E ,100760.0,43660.0,I,D,1,43660.0,100760.0,4.0,0.0,3.0,E,3683.0,2523.0,1925.0,19119,40.04578893890047,75.18887072204058,503800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,70810.0,0,K,1,70810.0,119760.0,1.0,2.0,1.0,E,2071.0,3300.0,2022.0,19145,39.90955041835527,75.19002265959479,598800.0
A,2.0,3.0,6.0,3.0,C ,113740.0,70810.0,0,A,1,70810.0,113740.0,1.0,1.0,1.0,A,2006.0,2880.0,2021.0,19145,39.909975268987736,75.18989683397459,568700.0
A,2.0,3.0,6.0,3.0,C ,113740.0,70810.0,0,A,1,70810.0,113740.0,1.0,1.0,1.0,A,2711.0,2880.0,2021.0,19145,39.91002069441695,75.18997596451011,568700.0
A,3.0,4.0,8.0,2.0,1 ,124820.0,37560.0,I,A,1,37560.0,124820.0,1.0,0.0,1.0,E,1486.0,6124.0,2021.0,19119,40.04917797256301,75.18459627981944,624100.0
B,1.0,2.0,5.0,2.0,A ,50660.0,72760.0,I,J,1,72760.0,50660.0,4.0,0.0,2.0,A,974.0,912.0,1940.0,19128,40.025351524373086,75.21240691371274,253300.0
A,2.0,3.0,7.0,3.0,C ,248400.0,62750.0,0,K,1,62750.0,248400.0,1.0,2.0,1.0,A,4664.0,3300.0,2023.0,19145,39.90810804324114,75.19049865568333,248400.0
A,2.0,3.0,6.0,3.0,C ,248400.0,62750.0,0,K,1,62750.0,248400.0,1.0,2.0,1.0,E,4043.0,3300.0,2023.0,19145,39.90762041389576,75.19095445192579,248400.0
