type_heater,number_of_bathrooms,number_of_bedrooms,number_of_rooms,number_stories,general_construction,taxable_land,street_code,view_type,basements,category_code,street_code,taxable_land,exterior_condition,garage_spaces,interior_condition,parcel_shape,total_area,total_livable_area,year_built,zip_code,lat,lng,market_value
A,2.0,3.0,7.0,3.0,C ,225200.0,55750.0,0,K,1,55750.0,225200.0,1.0,2.0,1.0,E,3796.0,3300.0,2023.0,19145,39.90992392736926,75.19086749365883,225200.0
A,2.0,3.0,7.0,3.0,C ,148500.0,55750.0,0,K,1,55750.0,148500.0,1.0,2.0,1.0,E,2366.0,3300.0,2023.0,19145,39.91000836171792,75.19084936646126,148500.0
A,2.0,3.0,7.0,3.0,C ,171600.0,55750.0,0,K,1,55750.0,171600.0,1.0,2.0,1.0,A,2492.0,3300.0,2023.0,19145,39.90948857549239,75.19099194866583,171600.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,E,2134.0,3300.0,2021.0,19145,39.909719952348695,75.19041110194861,598800.0
A,2.0,3.0,7.0,3.0,C ,242300.0,55750.0,0,K,1,55750.0,242300.0,1.0,2.0,1.0,A,3308.0,3300.0,2023.0,19145,39.90926248514648,75.19106584871983,242300.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,E,2134.0,3300.0,2021.0,19145,39.90959025929124,75.19043894671648,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2120.0,3300.0,2023.0,19145,39.909286491738,75.19044053934743,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2670.0,3300.0,2022.0,19145,39.909089794839055,75.19047462566222,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2613.0,3300.0,2021.0,19145,39.90979295033294,75.19039419452942,598800.0
A,2.0,3.0,6.0,2.0,A ,29840.0,87980.0,I,D,1,87980.0,29840.0,4.0,0.0,2.0,E,975.0,1080.0,1925.0,19148,39.92160528156925,75.16146031935304,149200.0
A,2.0,2.0,5.0,2.0,A ,62740.0,28480.0,I,C,1,28480.0,62740.0,4.0,0.0,2.0,E,812.0,1236.0,1923.0,19146,39.93371251654181,75.18257231415068,313700.0
A,2.0,3.0,7.0,3.0,C ,248400.0,62750.0,0,K,1,62750.0,248400.0,1.0,2.0,1.0,E,3986.0,3300.0,2023.0,19145,39.90805924958135,75.19043007236803,248400.0
A,2.0,3.0,6.0,3.0,B ,122200.0,40980.0,I,N,1,40980.0,122200.0,1.0,1.0,1.0,E,2050.0,2970.0,2018.0,19145,39.91097439613423,75.18886427564226,611000.0
A,2.0,3.0,7.0,3.0,C ,248400.0,62750.0,0,K,1,62750.0,248400.0,1.0,2.0,1.0,E,3986.0,3300.0,2023.0,19145,39.90801581175432,75.19036602119198,248400.0
A,2.0,3.0,7.0,3.0,C ,248400.0,62750.0,0,K,1,62750.0,248400.0,1.0,2.0,1.0,E,4070.0,3300.0,2023.0,19145,39.907971923800574,75.19030130261444,248400.0
A,3.0,3.0,6.0,3.0,A ,118660.0,53280.0,I,A,1,53280.0,118660.0,1.0,0.0,1.0,E,800.0,1896.0,2020.0,19147,39.93307968741739,75.1523302037877,593300.0
A,2.0,3.0,7.0,3.0,C ,164300.0,55750.0,0,K,1,55750.0,164300.0,1.0,2.0,1.0,E,2415.0,3300.0,2023.0,19145,39.90960907397049,75.19093508664822,164300.0
A,2.0,3.0,7.0,3.0,C ,154800.0,55750.0,0,K,1,55750.0,154800.0,1.0,2.0,1.0,A,2310.0,3300.0,2023.0,19145,39.90903279845099,75.19110178672426,154800.0
A,2.0,3.0,7.0,3.0,C ,164400.0,55750.0,0,K,1,55750.0,164400.0,1.0,2.0,1.0,E,2416.0,3300.0,2023.0,19145,39.90862044938901,75.19114067383626,164400.0
A,2.0,3.0,6.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2851.0,3300.0,2023.0,19145,39.9088078427128,75.19060234404836,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,0.0,1.0,A,2604.0,3300.0,2022.0,19145,39.908885303696685,75.19056317167816,598800.0
A,2.0,3.0,6.0,3.0,C ,130400.0,55750.0,0,K,1,55750.0,130400.0,1.0,2.0,1.0,E,2008.0,3300.0,2023.0,19145,39.9083597123744,75.19119664557351,130400.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2088.0,3300.0,2022.0,19145,39.90895564578309,75.1905272272561,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2133.0,3300.0,2022.0,19145,39.909018723618594,75.19049808939613,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,E,2891.0,3300.0,2023.0,19145,39.90859438558866,75.19065275223932,598800.0
A,2.0,3.0,6.0,3.0,C ,242300.0,55750.0,0,K,1,55750.0,242300.0,1.0,2.0,1.0,E,3204.0,3300.0,2023.0,19145,39.90869745184323,75.19112414325453,242300.0
B,1.0,3.0,6.0,2.0,A ,38420.0,29720.0,I,A,1,29720.0,38420.0,3.0,0.0,2.0,E,1575.0,1350.0,1910.0,19144,40.046970474331104,75.1797858358279,192100.0
H,1.0,2.0,5.0,2.0,A ,23040.0,67840.0,I,C,1,67840.0,23040.0,5.0,0.0,4.0,E,644.0,936.0,1920.0,19148,39.91797081593419,75.15645571475136,115200.0
A,1.0,3.0,6.0,2.0,A ,5520.0,78960.0,I,C,1,78960.0,5520.0,4.0,0.0,4.0,E,868.0,1064.0,1920.0,19142,39.92985464643353,75.23186425687544,27600.0
B,3.0,6.0,9.0,3.0,A ,62800.0,81600.0,I,B,1,81600.0,62800.0,2.0,0.0,2.0,A,3641.0,2808.0,1900.0,19144,40.046077610946185,75.17834087056025,314400.0
A,4.0,3.0,12.0,3.0,B ,136400.0,64500.0,0,A,1,64500.0,136400.0,1.0,2.0,1.0,E,1080.0,3522.0,2018.0,19122,39.97384770896468,75.139380517971,682300.0
B,1.0,3.0,6.0,2.0,A ,24180.0,69520.0,I,D,1,69520.0,24180.0,5.0,0.0,4.0,E,1178.0,1296.0,1925.0,19144,40.04580622215016,75.17196230464846,120900.0
A,1.0,3.0,6.0,2.0,A ,0.0,22000.0,I,C,1,22000.0,0.0,4.0,0.0,4.0,E,795.0,1198.0,1920.0,19143,39.93574990531167,75.22743302881135,52300.0
A,2.0,3.0,6.0,3.0,A ,98120.0,49300.0,I,A,1,49300.0,98120.0,3.0,0.0,2.0,E,841.0,1869.0,1925.0,19146,39.9356482385437,75.17160023974945,490600.0
A,4.0,3.0,12.0,3.0,B ,136400.0,64500.0,I,A,1,64500.0,136400.0,1.0,2.0,1.0,E,1080.0,2520.0,2018.0,19122,39.973956092207,75.13935762966597,682300.0
B,5.0,7.0,12.0,3.0,J ,268740.0,74180.0,I,J,1,74180.0,268740.0,3.0,3.0,4.0,E,24000.0,5168.0,1910.0,19118,40.06636338025911,75.20867601297606,1343700.0
A,2.0,6.0,12.0,3.0,A ,111420.0,62120.0,I,A,2,62120.0,111420.0,2.0,0.0,2.0,E,1073.0,1757.0,1915.0,19121,39.97925778154281,75.17228112393025,557100.0
B,2.0,4.0,8.0,2.0,A ,37680.0,61300.0,I,H,2,61300.0,37680.0,4.0,2.0,4.0,E,2362.0,2078.0,1945.0,19141,40.04721871714856,75.14424755982587,188400.0
A,2.0,4.0,12.0,3.0,B ,80980.0,76680.0,I,C,1,76680.0,80980.0,1.0,0.0,1.0,E,750.0,1574.0,2017.0,19121,39.9766197018489,75.17937147767618,404900.0
A,1.0,3.0,6.0,2.0,A ,46080.0,25080.0,I,E,1,25080.0,46080.0,4.0,1.0,2.0,E,832.0,1024.0,1954.0,19146,39.93447877340675,75.19497097031514,230400.0
A,2.0,4.0,12.0,3.0,A ,103820.0,88360.0,I,A,1,88360.0,103820.0,1.0,0.0,2.0,E,1024.0,1989.0,1925.0,19121,39.97540846534271,75.18305426243928,519100.0
A,3.0,3.0,6.0,2.0,B ,66000.0,61000.0,I,A,1,61000.0,66000.0,3.0,0.0,2.0,E,812.0,1295.0,1925.0,19146,39.93696403078975,75.17936924187049,330000.0
A,1.0,3.0,6.0,2.0,A ,10100.0,89300.0,I,F,1,89300.0,10100.0,4.0,1.0,4.0,E,1328.0,1008.0,1925.0,19142,39.91657990363138,75.23378521101877,50800.0
A,4.0,8.0,15.0,3.0,C ,240000.0,88180.0,I,A,2,88180.0,240000.0,1.0,1.0,1.0,E,1360.0,4158.0,2023.0,19146,39.9344342609502,75.17706968269007,1200000.0
A,2.0,3.0,7.0,3.0,C ,148500.0,55750.0,0,K,1,55750.0,148500.0,1.0,2.0,1.0,E,2366.0,3300.0,2023.0,19145,39.91029752696983,75.19078728742365,148500.0
A,2.0,3.0,7.0,3.0,C ,134480.0,55750.0,0,K,1,55750.0,134480.0,1.0,2.0,1.0,E,2958.0,2886.0,2021.0,19145,39.91050666259657,75.19074239384481,672400.0
A,2.0,3.0,7.0,3.0,C ,148500.0,55750.0,0,K,1,55750.0,148500.0,1.0,2.0,1.0,E,2366.0,3300.0,2023.0,19145,39.91007320742296,75.19083544559922,148500.0
A,2.0,4.0,7.0,3.0,C ,119960.0,64670.0,0,K,1,64670.0,119960.0,1.0,1.0,1.0,A,3262.0,3315.0,2019.0,19145,39.91006806408162,75.18883320481345,599800.0
A,2.0,3.0,6.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,E,2196.0,3300.0,2021.0,19145,39.9103788791076,75.19026800071293,598800.0
A,2.0,3.0,7.0,3.0,C ,113820.0,55750.0,0,K,1,55750.0,113820.0,1.0,2.0,1.0,E,2196.0,2886.0,2021.0,19145,39.91028559836837,75.19028800853619,569100.0
A,2.0,3.0,7.0,3.0,B ,128340.0,55750.0,0,A,1,55750.0,128340.0,1.0,2.0,1.0,E,2151.0,2886.0,2021.0,19145,39.91022007752841,75.19030207589435,641700.0
A,2.0,3.0,6.0,3.0,C ,113740.0,58890.0,0,A,1,58890.0,113740.0,1.0,1.0,1.0,A,4452.0,2880.0,2022.0,19145,39.91115333021479,75.18979914668103,568700.0
A,2.0,3.0,6.0,3.0,C ,113740.0,58890.0,0,A,1,58890.0,113740.0,1.0,1.0,1.0,E,2008.0,2880.0,2022.0,19145,39.91105388049981,75.18981331178726,568700.0
A,2.0,4.0,7.0,3.0,A ,46000.0,12420.0,I,A,1,12420.0,46000.0,4.0,0.0,4.0,E,1024.0,1920.0,1900.0,19144,40.04129611189246,75.18438398197647,230000.0
A,1.0,3.0,12.0,2.0,A ,56700.0,59640.0,I,A,1,59640.0,56700.0,2.0,0.0,2.0,E,700.0,1020.0,1920.0,19121,39.978169016038656,75.18145280328112,283500.0
A,1.0,2.0,5.0,2.0,A ,77840.0,55540.0,I,A,1,55540.0,77840.0,2.0,0.0,2.0,E,651.0,988.0,1920.0,19148,39.92456245606607,75.16676442338195,389200.0
A,1.0,2.0,6.0,2.0,A ,78900.0,69480.0,I,A,1,69480.0,78900.0,2.0,0.0,2.0,E,686.0,1100.0,1925.0,19145,39.92962357289389,75.1691511115136,394500.0
A,2.0,3.0,6.0,3.0,C ,113740.0,58890.0,0,A,1,58890.0,113740.0,1.0,1.0,1.0,E,2008.0,2880.0,2022.0,19145,39.91098903401927,75.18982723385848,568700.0
A,2.0,3.0,6.0,3.0,C ,113740.0,58890.0,0,A,1,58890.0,113740.0,1.0,1.0,1.0,A,2487.0,2880.0,2022.0,19145,39.91091077558872,75.18984513120286,568700.0
A,2.0,3.0,7.0,3.0,B ,128220.0,55750.0,0,A,1,55750.0,128220.0,3.0,2.0,1.0,E,2151.0,2880.0,2021.0,19145,39.91015523191437,75.19031599846399,641100.0
A,2.0,3.0,6.0,3.0,C ,113780.0,55750.0,0,K,1,55750.0,113780.0,1.0,2.0,1.0,E,2196.0,2883.0,2021.0,19145,39.91050992080336,75.19023986700725,568900.0
A,2.0,3.0,6.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2388.0,3300.0,2021.0,19145,39.91064444906843,75.19071182621548,598800.0
A,1.0,3.0,6.0,2.0,A ,43640.0,76720.0,I,A,1,76720.0,43640.0,2.0,0.0,2.0,E,930.0,990.0,1925.0,19145,39.93419835140451,75.19611790861775,218200.0
A,3.0,4.0,7.0,3.0,3 ,179500.0,77140.0,0,A,1,77140.0,179500.0,1.0,0.0,1.0,E,950.0,2406.0,2018.0,19125,39.972470896768016,75.12848122039493,619000.0
A,1.0,3.0,6.0,2.0,B ,28120.0,42900.0,I,D,1,42900.0,28120.0,2.0,0.0,2.0,E,953.0,1008.0,1920.0,19142,39.92254512699353,75.23697509735757,140600.0
A,2.0,5.0,8.0,3.0,H ,116400.0,82180.0,I,A,1,82180.0,116400.0,4.0,1.0,3.0,E,2240.0,1753.0,1925.0,19119,40.053915008538645,75.19681703672057,582000.0
A,2.0,3.0,6.0,3.0,A ,82000.0,57240.0,I,A,1,57240.0,82000.0,2.0,0.0,2.0,E,946.0,1875.0,1920.0,19148,39.92763259365,75.15049057864675,410000.0
A,1.0,3.0,6.0,2.0,A ,0.0,75940.0,I,K,1,75940.0,0.0,4.0,0.0,4.0,E,928.0,1156.0,1920.0,19142,39.91542355723392,75.23468629152201,54000.0
A,2.0,3.0,6.0,3.0,C ,135640.0,58890.0,0,K,1,58890.0,135640.0,1.0,2.0,1.0,A,4379.0,2952.0,2021.0,19145,39.91085013513975,75.1906410807416,678200.0
A,3.0,3.0,7.0,3.0,C ,113960.0,58890.0,0,K,1,58890.0,113960.0,1.0,2.0,1.0,A,4302.0,2895.0,2021.0,19145,39.91097308163572,75.19046956520137,569800.0
A,2.0,3.0,6.0,3.0,C ,135640.0,58890.0,0,K,1,58890.0,135640.0,1.0,2.0,1.0,A,3921.0,2952.0,2021.0,19145,39.91102467136383,75.19034501361827,678200.0
A,2.0,3.0,6.0,2.0,A ,71660.0,54680.0,I,A,1,54680.0,71660.0,4.0,0.0,2.0,E,742.0,1222.0,1940.0,19148,39.925041500518674,75.15025808160468,358300.0
A,2.0,3.0,6.0,2.0,C ,133860.0,24280.0,I,A,1,24280.0,133860.0,1.0,1.0,1.0,E,972.0,2304.0,2018.0,19125,39.9735106797458,75.12514276072994,669300.0
A,2.0,3.0,6.0,3.0,C ,135640.0,58890.0,0,K,1,58890.0,135640.0,1.0,2.0,1.0,A,2503.0,2952.0,2021.0,19145,39.91090604630681,75.1905478483767,678200.0
A,3.0,3.0,6.0,3.0,B ,64720.0,75880.0,I,A,1,75880.0,64720.0,2.0,0.0,2.0,E,1007.0,2073.0,1925.0,19146,39.936342501733215,75.16947177789426,323600.0
A,3.0,4.0,8.0,3.0,A ,0.0,79020.0,I,D,1,79020.0,0.0,2.0,1.0,2.0,E,5768.0,3212.0,1925.0,19119,40.04699195085477,75.18522964535599,626300.0
A,2.0,2.0,5.0,1.0,A ,34580.0,42260.0,I,A,1,42260.0,34580.0,2.0,0.0,2.0,E,798.0,1070.0,1920.0,19125,39.97733415372273,75.12969960738035,172900.0
A,3.0,4.0,7.0,1.0,3 ,137500.0,47113.0,I,E,1,47113.0,137500.0,1.0,2.0,1.0,E,3975.0,3034.0,2020.0,19128,40.05842119702709,75.23547094022634,965000.0
A,1.0,3.0,6.0,2.0,A ,49100.0,65860.0,I,E,1,65860.0,49100.0,3.0,0.0,2.0,E,1598.0,1172.0,1950.0,19150,40.07441872979246,75.16517229762499,245500.0
A,2.0,3.0,6.0,3.0,A ,33480.0,53280.0,I,A,1,53280.0,33480.0,2.0,0.0,2.0,E,700.0,1680.0,1920.0,19146,39.93580139456203,75.1699487063984,490000.0
A,2.0,3.0,6.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,E,2134.0,3300.0,2023.0,19145,39.90867073427221,75.19063636154624,598800.0
A,2.0,3.0,6.0,3.0,C ,120780.0,64670.0,0,K,1,64670.0,120780.0,1.0,1.0,1.0,A,2978.0,3375.0,2020.0,19145,39.90920162497464,75.18903629729786,603900.0
A,2.0,3.0,6.0,3.0,C ,120780.0,64670.0,0,K,1,64670.0,120780.0,1.0,1.0,1.0,A,2069.0,3375.0,2020.0,19145,39.90943602979176,75.18881160628737,603900.0
A,2.0,3.0,6.0,3.0,C ,120780.0,64670.0,0,K,1,64670.0,120780.0,1.0,1.0,1.0,E,2271.0,3375.0,2020.0,19145,39.90965910870669,75.18857071246929,603900.0
A,2.0,3.0,7.0,3.0,C ,120780.0,64670.0,0,K,1,64670.0,120780.0,1.0,1.0,1.0,A,2310.0,3375.0,2020.0,19145,39.90970941505512,75.18851483257062,603900.0
A,1.0,3.0,6.0,2.0,A ,38300.0,89240.0,I,D,1,89240.0,38300.0,4.0,0.0,2.0,E,1600.0,960.0,1920.0,19142,39.92010688049702,75.23211505769541,191500.0
A,1.0,3.0,6.0,2.0,A ,6900.0,67940.0,I,C,1,67940.0,6900.0,5.0,0.0,5.0,E,930.0,1180.0,1920.0,19142,39.93140028882544,75.23063527796148,34500.0
A,2.0,4.0,8.0,2.0,A ,78160.0,33740.0,I,B,2,33740.0,78160.0,4.0,0.0,4.0,E,1376.0,1704.0,1923.0,19146,39.93813817678325,75.18083358098067,390800.0
A,3.0,3.0,7.0,3.0,C ,119760.0,64670.0,0,K,1,64670.0,119760.0,1.0,2.0,1.0,E,2448.0,3300.0,2023.0,19145,39.9090270700358,75.18997243040059,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,64670.0,0,K,1,64670.0,119760.0,1.0,2.0,1.0,A,2468.0,3300.0,2022.0,19145,39.909394671356445,75.18964023782452,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,E,2134.0,3300.0,2021.0,19145,39.90965510584694,75.19042502551481,598800.0
A,2.0,3.0,7.0,3.0,C ,148100.0,55750.0,0,K,1,55750.0,148100.0,1.0,2.0,1.0,A,2233.0,3300.0,2023.0,19145,39.90934344887303,75.19104485740694,148100.0
A,2.0,6.0,7.0,3.0,C ,100900.0,64670.0,0,K,1,64670.0,100900.0,1.0,2.0,1.0,E,1992.0,3300.0,2023.0,19145,39.90908204770882,75.18990956338597,100900.0
A,2.0,3.0,7.0,3.0,C ,119760.0,64670.0,0,K,1,64670.0,119760.0,1.0,2.0,1.0,A,2106.0,3300.0,2022.0,19145,39.90933411120632,75.18969931421827,598800.0
A,2.0,3.0,7.0,3.0,C ,242300.0,55750.0,0,K,1,55750.0,242300.0,1.0,2.0,1.0,E,3796.0,3300.0,2023.0,19145,39.9098218887529,75.19088939913061,242300.0
A,2.0,3.0,7.0,3.0,C ,119760.0,64670.0,0,K,1,64670.0,119760.0,1.0,2.0,1.0,A,3605.0,3300.0,2022.0,19145,39.90884191845408,75.19018319679972,598800.0
A,2.0,3.0,7.0,3.0,C ,159800.0,55750.0,0,K,1,55750.0,159800.0,1.0,2.0,1.0,E,2366.0,3300.0,2023.0,19145,39.90973943790167,75.19090709940264,159800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2655.0,3300.0,2023.0,19145,39.90921271087385,75.1904504292497,598800.0
A,2.0,3.0,7.0,3.0,C ,155600.0,55750.0,0,K,1,55750.0,155600.0,1.0,2.0,1.0,A,2320.0,3300.0,2023.0,19145,39.90942383588864,75.19101837359959,155600.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2714.0,3300.0,2021.0,19145,39.909515313639474,75.19045066240801,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,64670.0,0,K,1,64670.0,119760.0,1.0,2.0,1.0,A,2796.0,3300.0,2022.0,19145,39.90927328291525,75.18975546276997,598800.0
A,2.0,3.0,7.0,3.0,C ,159800.0,55750.0,0,K,1,55750.0,159800.0,1.0,2.0,1.0,E,2366.0,3300.0,2023.0,19145,39.90967459221385,75.19092102129703,159800.0
A,1.0,3.0,6.0,2.0,A ,60240.0,31720.0,I,D,1,31720.0,60240.0,4.0,0.0,2.0,E,666.0,1038.0,1920.0,19145,39.926520302061206,75.1807879756127,301200.0
A,2.0,3.0,6.0,3.0,C ,113780.0,55750.0,0,K,1,55750.0,113780.0,1.0,2.0,1.0,E,2151.0,2883.0,2021.0,19145,39.91044440084353,75.1902539332552,568900.0
A,2.0,3.0,7.0,3.0,C ,202100.0,55750.0,0,K,1,55750.0,202100.0,1.0,2.0,1.0,E,2909.0,3300.0,2023.0,19145,39.91036981805238,75.19077176759028,202100.0
A,2.0,3.0,7.0,3.0,C ,122100.0,55750.0,0,K,1,55750.0,122100.0,1.0,2.0,1.0,E,2909.0,3300.0,2023.0,19145,39.91022523588516,75.19080280722405,202100.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2614.0,3300.0,2021.0,19145,39.91001933409274,75.19034386425012,598800.0
A,2.0,3.0,7.0,3.0,C ,202100.0,55750.0,0,K,1,55750.0,202100.0,1.0,2.0,1.0,E,2909.0,3300.0,2023.0,19145,39.9101454994124,75.19081992583435,202100.0
A,2.0,3.0,7.0,3.0,B ,128220.0,55750.0,0,A,1,55750.0,128220.0,3.0,2.0,1.0,E,2151.0,2880.0,2021.0,19145,39.91009038629857,75.19032992100708,641100.0
A,2.0,3.0,6.0,3.0,C ,134380.0,55750.0,0,A,1,55750.0,134380.0,1.0,2.0,1.0,E,2366.0,2880.0,2021.0,19145,39.910579614549256,75.190726732038,671900.0
A,3.0,4.0,7.0,3.0,C ,126880.0,64670.0,I,N,1,64670.0,126880.0,1.0,1.0,1.0,A,3631.0,3188.0,2018.0,19145,39.91088797821392,75.18774943797172,634400.0
A,2.0,3.0,6.0,1.0,A ,43360.0,15520.0,I,E,1,15520.0,43360.0,4.0,1.0,4.0,E,3161.0,1118.0,1955.0,19150,40.06997380068567,75.17207101892207,216800.0
A,2.0,3.0,10.0,2.0,A ,91800.0,46020.0,I,A,1,46020.0,91800.0,2.0,0.0,2.0,E,1005.0,1296.0,1925.0,19121,39.97848059058636,75.18002241279325,459000.0
B,1.0,3.0,6.0,2.0,A ,20380.0,60260.0,I,D,1,60260.0,20380.0,5.0,0.0,4.0,E,1274.0,1016.0,1920.0,19138,40.04630525146652,75.15630989901105,101900.0
B,1.0,3.0,7.0,2.0,A ,66080.0,36620.0,I,A,1,36620.0,66080.0,2.0,1.0,2.0,E,1575.0,1504.0,1940.0,19128,40.03203786492367,75.20940605793645,330400.0
G,1.0,4.0,7.0,2.0,A ,74280.0,57400.0,I,F,1,57400.0,74280.0,4.0,1.0,4.0,E,4675.0,1656.0,1925.0,19119,40.06844450358663,75.18269428125082,371400.0
A,1.0,3.0,6.0,2.0,A ,62880.0,83180.0,I,A,1,83180.0,62880.0,2.0,0.0,2.0,E,721.0,884.0,1920.0,19146,39.933352717633,75.17651772599118,314400.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2089.0,3300.0,2023.0,19145,39.90935326393792,75.19044143730223,598800.0
A,2.0,3.0,7.0,3.0,C ,131000.0,64670.0,0,K,1,64670.0,131000.0,1.0,2.0,1.0,A,2451.0,3300.0,2023.0,19145,39.90918790613711,75.18979141739761,131000.0
A,2.0,3.0,6.0,3.0,C ,119760.0,64670.0,0,K,1,64670.0,119760.0,1.0,2.0,1.0,E,1992.0,3300.0,2022.0,19145,39.9089114599274,75.19010462354638,598800.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,A,2662.0,3300.0,2023.0,19145,39.90942970901556,75.19044611286704,598800.0
A,2.0,3.0,6.0,3.0,C ,100900.0,64670.0,0,K,1,64670.0,100900.0,1.0,2.0,1.0,E,1992.0,3300.0,2023.0,19145,39.90913137618259,75.18985315903633,100900.0
A,2.0,3.0,7.0,3.0,C ,119760.0,64670.0,0,K,1,64670.0,119760.0,1.0,2.0,1.0,E,2448.0,3300.0,2022.0,19145,39.90896643952569,75.19004175901563,598800.0
A,2.0,3.0,7.0,3.0,C ,170200.0,55750.0,0,K,1,55750.0,170200.0,1.0,2.0,1.0,A,2477.0,3300.0,2023.0,19145,39.90896482406449,75.1911028146984,170200.0
A,2.0,3.0,7.0,3.0,C ,159800.0,55750.0,0,K,1,55750.0,159800.0,1.0,2.0,1.0,E,2366.0,3300.0,2023.0,19145,39.908554927491,75.1911547377244,159800.0
A,2.0,3.0,6.0,3.0,C ,242300.0,55750.0,0,K,1,55750.0,242300.0,1.0,2.0,1.0,A,3831.0,3300.0,2023.0,19145,39.9084252342516,75.19118258059714,242300.0
A,2.0,3.0,7.0,3.0,C ,119760.0,55750.0,0,K,1,55750.0,119760.0,1.0,2.0,1.0,E,2134.0,3300.0,2023.0,19145,39.908735580852415,75.19062244072104,598800.0
A,6.0,10.0,19.0,3.0,A ,134960.0,22010.0,I,A,2,22010.0,134960.0,3.0,0.0,2.0,E,1693.0,5083.0,1915.0,19121,39.97972980894976,75.16765858368113,674800.0
A,3.0,3.0,6.0,3.0,C ,163600.0,26140.0,I,E,1,26140.0,163600.0,1.0,1.0,1.0,E,1440.0,3096.0,2017.0,19128,40.03412085080619,75.227110857056,818400.0
A,3.0,4.0,7.0,2.0,A ,59860.0,21200.0,I,A,1,21200.0,59860.0,4.0,0.0,2.0,E,805.0,1130.0,1920.0,19148,39.92302530366776,75.16363545276013,299300.0
A,2.0,4.0,12.0,2.0,A ,74060.0,40780.0,I,A,1,40780.0,74060.0,2.0,0.0,2.0,E,812.0,1472.0,1925.0,19130,39.97422584089833,75.1857945794233,370300.0
A,2.0,4.0,12.0,3.0,A ,130620.0,88340.0,I,A,1,88340.0,130620.0,1.0,0.0,1.0,E,1000.0,1893.0,2018.0,19121,39.97778582595812,75.18088251464405,653100.0
A,2.0,3.0,6.0,2.0,A ,63200.0,88200.0,I,A,1,88200.0,63200.0,4.0,0.0,2.0,E,953.0,1550.0,1920.0,19145,39.92688916716704,75.1811361378731,316000.0
B,1.0,4.0,7.0,2.0,A ,67400.0,69540.0,I,F,1,69540.0,67400.0,3.0,1.0,3.0,E,2191.0,1532.0,1925.0,19119,40.06522068046372,75.19430475246342,337000.0
A,1.0,2.0,5.0,2.0,A ,60560.0,84600.0,I,D,1,84600.0,60560.0,2.0,0.0,2.0,E,672.0,948.0,1923.0,19146,39.93267938001088,75.17813727651593,302800.0
A,6.0,5.0,14.0,2.0,A ,141080.0,88130.0,I,B,2,88130.0,141080.0,1.0,0.0,1.0,E,1200.0,4075.0,2019.0,19121,39.97478054179615,75.16554197616823,705400.0
A,1.0,3.0,6.0,2.0,A ,100600.0,73100.0,I,E,1,73100.0,100600.0,4.0,1.0,2.0,E,924.0,1328.0,1920.0,19145,39.9133252742116,75.17552812795638,503000.0
A,2.0,3.0,6.0,2.0,A ,27340.0,83960.0,I,A,1,83960.0,27340.0,4.0,0.0,2.0,E,623.0,1100.0,1920.0,19148,39.921325591324525,75.15327661760847,136700.0
A,3.0,4.0,7.0,3.0,B ,90000.0,33740.0,I,A,1,33740.0,90000.0,1.0,0.0,1.0,E,570.0,1395.0,2020.0,19146,39.93891573366039,75.18759682694908,459000.0
